"PID","CITY","ZIPCODE","LUC","OWN_OCC","LIVING_AREA","YR_BUILT","EXT_COND","BED_RMS","FULL_BTH","VALUE_2015","VALUE_2016","VALUE_2017","VALUE_2018","VALUE_2019","VALUE_2020","VALUE_2021"
1804250000,"HYDE PARK","02136",101,"Y",888,1948,"A - Average",3,1,160300,183600,228200,248600,261100,287200,302600
1804251000,"HYDE PARK","02136",101,"Y",864,1948,"A - Average",2,1,148700,176600,187100,203900,214200,235800,254700
1804252000,"HYDE PARK","02136",101,"Y",1047,1950,"A - Average",3,1,214300,235100,249200,271500,305130,335700,343700
1804253000,"HYDE PARK","02136",101,"Y",1734,1950,"A - Average",3,1,212800,254300,269600,293700,308500,339400,350800
1804254000,"HYDE PARK","02136",101,"Y",1047,1950,"A - Average",2,1,221400,227600,241300,262900,276100,303600,311900
1804255000,"HYDE PARK","02136",101,"Y",1878,1950,"G - Good",3,2,292700,299200,357900,390000,409600,450500,516200
1804256000,"HYDE PARK","02136",101,"Y",1018,1951,"A - Average",3,1,270500,282700,299700,274600,288400,317800,342300
1804257000,"HYDE PARK","02136",101,"Y",1103,1950,"A - Average",3,1,223700,233200,247200,269400,282900,311200,356100
1804258000,"HYDE PARK","02136",101,"Y",1015,1945,"A - Average",3,1,213800,213600,226100,246400,258700,284500,324000
1804259000,"HYDE PARK","02136",101,"Y",1015,1945,"A - Average",3,1,208000,216800,229800,250400,263000,291000,301600
1804260000,"HYDE PARK","02136",101,"Y",1015,1945,"A - Average",3,1,192700,206300,218700,238300,250300,275300,297900
1804264000,"HYDE PARK","02136",101,"N",1272,1952,"A - Average",3,1,242500,260900,276500,301300,316400,348000,378500
1804265000,"HYDE PARK","02136",101,"Y",1860,2000,"G - Good",4,2,326300,359500,381000,415200,436000,479500,578200
1804266000,"HYDE PARK","02136",101,"Y",682,1945,"G - Good",2,1,215600,232900,246800,269000,282500,310800,310200
1804267000,"HYDE PARK","02136",101,"N",864,1940,"A - Average",2,1,137700,170400,180600,196800,206700,227400,270600
1804268000,"HYDE PARK","02136",101,"Y",1216,1940,"A - Average",3,1,231500,260500,276100,300900,316000,349400,368500
1804269000,"HYDE PARK","02136",101,"Y",1736,1940,"A - Average",4,3,219000,241900,256400,274800,395500,435000,459000
1804270000,"HYDE PARK","02136",101,"Y",1632,1941,"A - Average",3,2,233200,265300,281200,306400,321800,354300,373200
1804271000,"HYDE PARK","02136",101,"Y",1182,1945,"A - Average",3,1,202200,241200,255700,278600,292600,322100,340600
1804272000,"HYDE PARK","02136",101,"Y",1536,1920,"A - Average",3,1,227400,273400,289800,315800,331600,366500,385700
1804273000,"HYDE PARK","02136",101,"Y",1408,1920,"A - Average",3,1,219700,256600,272000,296400,311300,344800,364100
1804274000,"HYDE PARK","02136",101,"Y",1360,1920,"A - Average",3,1,212200,253600,268900,293000,307700,340900,360100
1804275000,"HYDE PARK","02136",101,"Y",1276,1945,"A - Average",4,1,245500,286800,305400,332700,349400,384300,401000
1804276000,"HYDE PARK","02136",101,"Y",1274,1945,"A - Average",3,1,238900,265300,281200,306400,321800,356400,372000
1804277000,"HYDE PARK","02136",101,"Y",1194,1957,"G - Good",4,1,330800,356200,377600,411400,432100,475200,553200
1804278000,"HYDE PARK","02136",101,"N",1347,1951,"A - Average",3,1,259600,308300,326800,356100,374000,411300,447200
1804279000,"HYDE PARK","02136",101,"Y",1320,1945,"A - Average",3,1,265800,305400,323700,352800,370500,407400,412700
1804280000,"HYDE PARK","02136",101,"Y",1345,1950,"G - Good",4,1,343000,389100,412400,449400,471900,519000,579100
1804281000,"HYDE PARK","02136",101,"Y",2068,1890,"A - Average",4,2,288200,338500,358800,391000,410600,450200,474800
1804283000,"HYDE PARK","02136",101,"N",1404,1890,"A - Average",3,1,230400,293300,310900,338800,355800,391300,400200
1804288000,"HYDE PARK","02136",101,"Y",1105,1920,"A - Average",3,1,179000,227100,240700,262300,275500,303000,332900
1804289000,"HYDE PARK","02136",101,"Y",1625,1920,"A - Average",3,1,202800,244700,259400,282600,296800,326400,345700
1804290000,"HYDE PARK","02136",101,"Y",1077,1950,"A - Average",4,2,305400,347000,367800,400800,420900,455900,504000
1804296000,"HYDE PARK","02136",101,"N",1458,1945,"A - Average",3,1,222400,245800,260600,283900,298200,327900,338000
1804297000,"HYDE PARK","02136",101,"Y",1380,1945,"G - Good",3,1,307000,326900,346600,377600,396600,436200,500200
1804298000,"HYDE PARK","02136",101,"Y",1320,1945,"A - Average",3,1,241400,263500,279300,304300,319600,351500,371100
1804299000,"HYDE PARK","02136",101,"Y",1274,1945,"A - Average",3,1,236700,273600,290000,316000,331900,367500,387600
1804300000,"HYDE PARK","02136",101,"Y",1274,1945,"A - Average",3,1,246100,281500,298400,325100,341400,377200,397100
1804302000,"HYDE PARK","02136",101,"Y",1899,1905,"A - Average",4,1,321600,331700,351600,383100,402300,441700,466100
1804308000,"HYDE PARK","02136",101,"N",1257,1905,"A - Average",3,2,242600,258200,273700,298200,313200,344600,406100
1804310000,"HYDE PARK","02136",101,"Y",1280,1910,"A - Average",5,1,229700,237900,252200,274800,338100,372900,414200
1804315000,"HYDE PARK","02136",101,"N",2181,1910,"A - Average",3,1,234100,271600,287900,313700,329500,362200,373600
1804316000,"HYDE PARK","02136",101,"Y",1704,1910,"A - Average",3,1,280000,314700,333600,363500,381700,421200,448900
1804317000,"HYDE PARK","02136",101,"Y",1344,1945,"A - Average",2,1,220500,237700,252000,274500,288300,317400,349100
1804318000,"HYDE PARK","02136",101,"Y",1756,1910,"A - Average",3,1,253200,284500,301600,328600,345100,379400,396400
1804319010,"HYDE PARK","02136",101,"Y",2108,1940,"A - Average",5,3,273100,320700,340000,370500,389100,430100,456400
1804323000,"HYDE PARK","02136",101,"Y",1305,1958,"A - Average",2,1,250900,261000,276600,301400,316500,348000,410900
1804324000,"HYDE PARK","02136",101,"Y",1993,1957,"A - Average",5,2,344100,357200,378600,412600,433300,480700,642600
1804325000,"HYDE PARK","02136",101,"Y",1116,1940,"A - Average",2,1,232600,232200,246100,268100,281600,311500,346700
1804327000,"HYDE PARK","02136",101,"Y",1670,1940,"A - Average",3,1,219200,239600,254000,276700,290600,319600,335800
1804328000,"HYDE PARK","02136",101,"Y",1332,1940,"A - Average",3,1,243500,261200,276900,306600,322000,354600,396500
1804329000,"HYDE PARK","02136",101,"Y",1164,1940,"A - Average",3,1,248200,264500,280400,305500,320900,352900,411400
1804332000,"HYDE PARK","02136",101,"Y",1611,1900,"F - Fair",4,1,133900,145700,154500,168300,176800,194400,206200
1804337000,"HYDE PARK","02136",101,"Y",1085,1855,"A - Average",2,1,175700,177500,188100,205000,215300,236900,255100
1804338000,"HYDE PARK","02136",101,"Y",1410,1900,"A - Average",3,1,183800,185500,196700,214300,225100,247500,290500
1804339000,"HYDE PARK","02136",101,"Y",1792,1900,"A - Average",3,1,217700,209500,222000,295800,310700,341600,403100
1804351000,"HYDE PARK","02136",101,"Y",1931,1910,"A - Average",4,1,192500,228000,241600,263300,276500,304100,315700
1804352000,"HYDE PARK","02136",101,"Y",1777,1900,"A - Average",4,1,176100,210900,223600,243600,255800,281300,285000
1804353000,"HYDE PARK","02136",101,"Y",1684,1900,"A - Average",4,1,183200,219100,232300,253100,265800,292400,309200
1804355000,"HYDE PARK","02136",101,"Y",1504,1900,"A - Average",3,1,210300,225300,238800,260200,273200,300500,325300
1804357000,"HYDE PARK","02136",101,"Y",2250,1900,"A - Average",4,2,263100,270900,287200,344100,361400,398700,398400
1804393000,"HYDE PARK","02136",101,"Y",1032,1964,"A - Average",3,2,327300,338000,344800,379200,398200,417800,473700
1804393001,"HYDE PARK","02136",101,"Y",974,1965,"A - Average",2,2,295300,364200,371500,408700,429100,450800,472400
1804401000,"HYDE PARK","02136",101,"Y",1560,1905,"A - Average",3,1,280600,341400,348200,383000,402200,422700,449900
1804403000,"HYDE PARK","02136",101,"Y",1281,1925,"A - Average",3,1,266700,318500,324900,357400,375200,396000,422800
1804404000,"HYDE PARK","02136",101,"Y",1392,1925,"A - Average",3,1,252300,305500,311600,342700,359800,379600,399600
1804406000,"HYDE PARK","02136",101,"Y",1456,2003,"G - Good",4,2,357000,390100,397900,437600,459500,482600,583400
1804407000,"HYDE PARK","02136",101,"Y",1530,1890,"A - Average",3,3,347600,410900,419200,461100,484100,498800,541000
1804410000,"HYDE PARK","02136",101,"Y",1715,1958,"A - Average",3,1,233700,293200,299000,329000,345400,362700,369800
1804413000,"HYDE PARK","02136",101,"Y",1548,1954,"A - Average",3,1,265200,309600,315800,347400,364800,383700,406900
1804424000,"HYDE PARK","02136",101,"Y",1176,1950,"A - Average",3,1,283900,357200,357200,378600,386100,413200,434800
1804425000,"HYDE PARK","02136",101,"Y",1556,2013,"G - Good",4,3,397900,468800,468800,516500,526800,563800,665100
1804429000,"HYDE PARK","02136",101,"Y",1751,1894,"A - Average",4,1,342100,396000,396000,419700,428100,458000,532900
1804433000,"HYDE PARK","02136",101,"Y",2216,1880,"F - Fair",4,1,268000,330300,330300,350100,357100,382400,413300
1804439000,"HYDE PARK","02136",101,"Y",2481,1900,"A - Average",5,2,300400,347500,355300,376700,384100,411000,447200
1804444000,"HYDE PARK","02136",101,"Y",1224,1956,"A - Average",2,1,218000,285800,311600,330300,336800,371500,381000
1804444001,"HYDE PARK","02136",101,"Y",1231,1955,"A - Average",4,2,236200,306700,306700,325100,331500,356000,370100
1804445000,"HYDE PARK","02136",101,"N",1530,1950,"A - Average",2,1,228800,279500,279500,296300,302100,337300,345300
1804446000,"HYDE PARK","02136",101,"Y",1008,1950,"A - Average",3,1,194400,235000,235000,262800,268100,286700,323100
1804447000,"HYDE PARK","02136",101,"N",1357,1910,"A - Average",3,1,235600,279200,279200,296000,301800,324300,343600
1804448000,"HYDE PARK","02136",101,"Y",1357,1910,"A - Average",3,1,221200,270300,270300,286500,292200,312700,336000
1804449000,"HYDE PARK","02136",101,"Y",1177,1910,"A - Average",3,1,264100,284600,284600,301700,307600,329200,381100
1804450000,"HYDE PARK","02136",101,"Y",1338,1910,"A - Average",3,1,266300,305100,305100,323400,329800,353000,372600
1804454000,"HYDE PARK","02136",101,"Y",1618,1900,"A - Average",3,2,295400,329000,329000,348800,355700,380800,434600
1804458000,"HYDE PARK","02136",101,"Y",2407,1899,"A - Average",4,1,292100,331800,331800,351700,358600,383800,416800
1804459000,"HYDE PARK","02136",101,"Y",2056,1910,"A - Average",4,1,250400,306000,306000,324300,330700,354000,384000
1804462010,"HYDE PARK","02136",101,"N",1620,1990,"A - Average",4,2,341600,399600,399600,423600,432000,461800,552900
1804466000,"HYDE PARK","02136",101,"Y",1341,1900,"A - Average",3,1,231700,282500,282500,299500,305400,326900,336800
1804467000,"HYDE PARK","02136",101,"Y",1166,1900,"A - Average",2,1,245100,277100,277100,293700,299500,320600,341600
1804468000,"HYDE PARK","02136",101,"Y",2175,1900,"G - Good",4,3,431300,462100,462100,489800,499500,534100,617200
1804469000,"HYDE PARK","02136",101,"N",1605,1880,"A - Average",4,1,276500,313200,313200,332000,338600,363000,511500
1804477000,"HYDE PARK","02136",101,"Y",800,1952,"A - Average",1,1,191500,260300,260300,275900,281400,301100,343700
1804485000,"HYDE PARK","02136",101,"Y",1718,1900,"A - Average",3,1,282800,316600,316600,335600,342200,366300,370500
1804486000,"HYDE PARK","02136",101,"Y",1632,1910,"F - Fair",4,1,252400,308900,308900,327500,334000,398000,378800
1804491000,"ROSLINDALE","02131",101,"Y",2877,1900,"A - Average",5,2,491300,545500,594600,630000,661600,696400,716200
1804492000,"ROSLINDALE","02131",101,"N",1420,1870,"F - Fair",3,1,290500,344400,375400,397800,417800,438800,453500
1804495000,"ROSLINDALE","02131",101,"Y",1636,1900,"A - Average",4,1,322100,353000,384700,407700,428100,456300,469400
1804496010,"ROSLINDALE","02131",101,"Y",2277,1905,"G - Good",5,2,510000,545000,594100,629500,661100,694600,754600
1804496020,"ROSLINDALE","02131",101,"Y",2745,2009,"G - Good",4,3,594700,613700,668900,708800,744400,782600,875100
1804497010,"ROSLINDALE","02131",101,"Y",2721,2009,"G - Good",4,3,571600,589700,642800,681100,715300,751300,851600
1804498000,"ROSLINDALE","02131",101,"Y",1812,1900,"A - Average",2,1,326600,365400,398200,422000,443200,465500,482000
1804499000,"ROSLINDALE","02131",101,"Y",1899,1900,"A - Average",4,1,355600,392100,427300,452800,475600,499400,539700
1804507020,"ROSLINDALE","02131",101,"Y",1326,1997,"G - Good",3,3,382800,406500,443000,469500,493000,517800,656600
1804508000,"ROSLINDALE","02131",101,"Y",2182,1885,"A - Average",2,1,330800,400300,436400,462400,485600,511300,524500
1804509000,"ROSLINDALE","02131",101,"Y",1344,1865,"A - Average",3,1,291600,331200,361000,382600,401800,424100,434000
1804510000,"ROSLINDALE","02131",101,"Y",2758,1900,"A - Average",4,2,512050,573200,624800,662100,695300,731600,811400
1804518000,"ROSLINDALE","02131",101,"Y",1788,1892,"A - Average",2,2,317500,361600,394100,417600,438600,460600,472600
1804524000,"ROSLINDALE","02131",101,"Y",2470,1914,"A - Average",3,1,391300,452500,493200,522600,548800,576600,591600
1804526000,"ROSLINDALE","02131",101,"N",1660,1899,"G - Good",2,1,313600,372700,406200,499200,524300,550600,564700
1804529000,"ROSLINDALE","02131",101,"Y",2724,1897,"A - Average",5,1,413500,469400,511700,542200,569400,598000,616400
1804531000,"ROSLINDALE","02131",101,"Y",1794,1910,"A - Average",4,1,374900,427500,466000,493800,518600,545400,648800
1804532000,"ROSLINDALE","02131",101,"Y",1535,1895,"A - Average",4,1,323700,371800,405200,440400,462500,486300,501300
1804534000,"ROSLINDALE","02131",101,"Y",1536,1920,"A - Average",4,1,334700,390100,450200,477000,501000,526200,544100
1804535000,"ROSLINDALE","02131",101,"Y",2869,1910,"A - Average",4,1,411500,499000,543900,576400,605300,635800,654200
1804536000,"ROSLINDALE","02131",101,"Y",2067,1915,"A - Average",4,2,374900,443100,482900,511700,537400,566100,581600
1804538000,"ROSLINDALE","02131",101,"Y",1442,1885,"G - Good",3,1,433800,485700,529400,564800,593100,623800,643100
1804544000,"ROSLINDALE","02131",101,"N",2196,1935,"A - Average",2,1,404600,481300,524600,555900,496100,521400,563700
1804547000,"ROSLINDALE","02131",101,"N",1560,1996,"A - Average",4,2,392400,441900,481600,510400,536000,563000,634200
1804548000,"ROSLINDALE","02131",101,"N",1120,1910,"G - Good",3,1,341800,370500,403900,427900,449400,472000,556700
1804563000,"ROSLINDALE","02131",101,"Y",2067,1915,"A - Average",4,1,376900,441500,481200,509900,535500,561400,577700
1804565000,"ROSLINDALE","02131",101,"Y",2071,1900,"A - Average",3,2,345800,400200,436200,462200,485400,510000,524200
1804566000,"ROSLINDALE","02131",101,"Y",2320,1995,"A - Average",3,2,448200,488100,532100,563800,592100,621900,645900
1804566002,"ROSLINDALE","02131",101,"Y",1621,1910,"A - Average",4,1,292700,316500,344900,365500,383900,403300,407300
1804568000,"ROSLINDALE","02131",101,"Y",1298,1905,"A - Average",3,1,262400,322200,351200,372200,390900,410500,410500
1804569000,"ROSLINDALE","02131",101,"Y",2838,1915,"A - Average",6,2,452800,533000,581000,615600,646500,679900,697300
1804570000,"ROSLINDALE","02131",101,"Y",1831,1910,"A - Average",2,1,366700,423700,461800,489400,514000,539200,560800
1804571000,"ROSLINDALE","02131",101,"N",1486,1935,"A - Average",2,1,275700,347000,378200,400800,420900,443300,451700
1804572000,"ROSLINDALE","02131",101,"Y",1502,1920,"A - Average",3,1,294500,348700,380100,402700,423000,444200,446800
1804573000,"ROSLINDALE","02131",101,"Y",1494,1900,"A - Average",3,1,294900,345800,375300,413100,433900,456600,470800
1804575000,"ROSLINDALE","02131",101,"Y",1950,1900,"G - Good",3,1,483800,549700,599200,634900,666800,701100,724600
1804576000,"ROSLINDALE","02131",101,"Y",1140,1925,"A - Average",2,1,285300,337200,367500,389500,409000,431600,444400
1804578000,"ROSLINDALE","02131",101,"Y",1919,1900,"G - Good",3,1,359900,410100,447000,473600,497400,671100,728500
1804579000,"ROSLINDALE","02131",101,"Y",2014,1900,"A - Average",3,1,347700,403200,439500,465700,489100,513800,529300
1804580000,"ROSLINDALE","02131",101,"N",1514,1905,"A - Average",3,1,274700,342800,373700,396000,415800,436800,451800
1804581000,"ROSLINDALE","02131",101,"Y",1542,1905,"A - Average",3,1,341200,390900,426100,406800,427300,448800,463200
1804582000,"ROSLINDALE","02131",101,"Y",1744,1900,"A - Average",5,2,340500,389500,424600,449900,472500,496600,502400
1804583000,"ROSLINDALE","02131",101,"N",2124,1905,"A - Average",3,2,369300,436100,475300,503700,529000,557500,575500
1804589000,"ROSLINDALE","02131",101,"N",1958,1925,"A - Average",3,1,351300,389700,424700,450100,472700,496600,509900
1804594000,"ROSLINDALE","02131",101,"Y",2057,1855,"A - Average",4,1,347900,420500,458300,485700,510000,535700,552600
1804596000,"ROSLINDALE","02131",101,"Y",1793,1880,"A - Average",4,1,335300,379000,413200,437800,459800,482900,499500
1804600000,"ROSLINDALE","02131",101,"Y",1566,1939,"A - Average",3,1,346000,401200,437300,483200,507400,532900,550800
1804601000,"ROSLINDALE","02131",101,"Y",1285,1956,"A - Average",3,1,296700,350400,382000,404700,425100,447800,456300
1804602000,"ROSLINDALE","02131",101,"Y",2584,1910,"G - Good",5,2,604000,626800,683200,723900,760300,794700,847000
1804603000,"ROSLINDALE","02131",101,"Y",1594,1933,"A - Average",3,1,327200,375700,409500,434000,455800,480600,493700
1804604000,"ROSLINDALE","02131",101,"Y",1540,1928,"A - Average",3,1,292800,337000,367300,389200,408800,428800,437000
1804605000,"ROSLINDALE","02131",101,"Y",1488,1920,"A - Average",3,1,356100,389000,424100,449300,471900,498100,521400
1804609000,"ROSLINDALE","02131",101,"Y",1819,1905,"A - Average",4,1,338500,386700,421500,446700,469100,492700,490900
1804610000,"ROSLINDALE","02131",101,"Y",1403,1915,"A - Average",4,1,349300,377400,411400,435900,457800,485100,505200
1804612000,"ROSLINDALE","02131",101,"Y",1275,1900,"G - Good",3,1,314500,347700,379000,401600,421700,444800,456800
1804613000,"ROSLINDALE","02131",101,"Y",1486,1905,"G - Good",4,1,268200,330400,360100,381600,400700,420900,434500
1804614000,"ROSLINDALE","02131",101,"Y",1494,1920,"A - Average",3,1,295300,338500,368900,390900,410500,431200,446000
1804615000,"ROSLINDALE","02131",101,"Y",2150,1905,"A - Average",3,1,325000,382600,417000,441900,464100,487900,596800
1804615001,"ROSLINDALE","02131",101,"Y",2648,1950,"G - Good",3,1,309000,356900,389100,412300,433000,737500,767800
1804616000,"ROSLINDALE","02131",101,"Y",2211,1930,"A - Average",5,1,391000,460600,502000,549500,577100,606600,627100
1804617000,"ROSLINDALE","02131",101,"Y",2296,1890,"A - Average",4,1,334100,412400,556500,589600,619200,656900,712600
1804618000,"ROSLINDALE","02131",101,"Y",1773,1890,"A - Average",3,1,302800,367100,400200,424000,445300,468300,480100
1804619000,"ROSLINDALE","02131",101,"Y",3375,1871,"A - Average",5,2,452100,523800,570900,605000,635400,667300,685700
1804620000,"ROSLINDALE","02131",101,"Y",1548,1840,"A - Average",3,1,372300,418000,455600,482800,507000,533700,548400
1804621000,"ROSLINDALE","02131",101,"Y",1662,1900,"A - Average",3,1,363300,432000,470800,498900,524000,550400,564800
1804622000,"ROSLINDALE","02131",101,"Y",1216,1873,"A - Average",2,1,295000,341700,372500,394700,414500,439500,448300
1804630000,"ROSLINDALE","02131",101,"Y",1802,1895,"A - Average",2,1,308000,383200,417700,442600,473200,497300,512800
1804633000,"ROSLINDALE","02131",101,"N",1771,1927,"A - Average",4,1,339100,395400,430900,456600,479600,503900,520600
1804638000,"ROSLINDALE","02131",101,"Y",1682,1899,"A - Average",2,1,386700,455100,496000,525600,552000,576800,592200
1804641000,"ROSLINDALE","02131",101,"Y",1597,1850,"A - Average",4,1,300400,355100,387100,410200,430800,452400,468200
1804642000,"ROSLINDALE","02131",101,"Y",2034,1885,"A - Average",4,1,398800,452100,438592,527000,553500,582600,600100
1804643000,"ROSLINDALE","02131",101,"Y",1599,1890,"A - Average",3,1,367500,403400,439700,465900,489300,522000,522300
1804644000,"ROSLINDALE","02131",101,"Y",1877,1890,"A - Average",4,1,368200,416700,454200,481300,505400,532100,549900
1804656000,"ROSLINDALE","02131",101,"Y",1512,1890,"A - Average",3,1,333800,403000,439300,465500,488800,513700,531100
1804662000,"ROSLINDALE","02131",101,"N",1694,1918,"A - Average",3,1,308900,344400,375400,397800,417800,441500,456500
1804663000,"ROSLINDALE","02131",101,"Y",1698,1890,"A - Average",4,1,328400,380400,414700,439400,461500,484700,499700
1804665000,"ROSLINDALE","02131",101,"Y",1255,1919,"A - Average",3,1,283400,307200,334900,354900,372700,391400,404900
1804666000,"ROSLINDALE","02131",101,"Y",1164,1919,"A - Average",3,1,223100,272600,297200,314900,330700,347400,355800
1804668000,"ROSLINDALE","02131",101,"Y",2659,1900,"G - Good",4,2,568300,614800,670100,710000,745700,783200,865900
1804671000,"ROSLINDALE","02131",101,"Y",1529,1910,"G - Good",3,1,213900,241500,263200,278900,292900,465700,597400
1804672000,"ROSLINDALE","02131",101,"Y",1884,1910,"A - Average",5,1,401500,464900,506700,536900,563900,600100,631100
1804680000,"ROSLINDALE","02131",101,"Y",1306,1900,"A - Average",4,1,274100,318000,346600,367200,385700,405000,404100
1804681000,"ROSLINDALE","02131",101,"Y",1450,1963,"A - Average",4,1,330000,363000,395600,419200,440300,463700,472100
1804685000,"ROSLINDALE","02131",101,"Y",1911,1884,"A - Average",4,1,346500,374800,408500,432900,454600,477400,490300
1804686000,"ROSLINDALE","02131",101,"Y",1892,1927,"A - Average",4,2,312200,370800,404200,428300,449800,472400,472000
1804689000,"ROSLINDALE","02131",101,"Y",1827,1890,"A - Average",3,1,323900,360900,393300,416800,437700,460000,466900
1804690000,"ROSLINDALE","02131",101,"Y",1830,1900,"A - Average",5,1,353300,370700,404000,428100,449600,472300,495600
1804694000,"ROSLINDALE","02131",101,"Y",1607,1924,"A - Average",2,1,338100,388400,423300,448600,471100,495000,510900
1804695000,"ROSLINDALE","02131",101,"Y",1530,1960,"A - Average",4,1,382800,428700,467200,495100,520000,546200,569800
1804696000,"ROSLINDALE","02131",101,"N",1387,1960,"G - Good",3,1,387000,430900,469700,497700,522700,549300,543600
1804697000,"ROSLINDALE","02131",101,"Y",1345,1900,"A - Average",2,1,284100,331000,360800,382300,401500,421600,426100
1804698000,"ROSLINDALE","02131",101,"Y",912,1925,"A - Average",2,1,241500,276100,300900,318800,334900,351600,364100
1804699000,"ROSLINDALE","02131",101,"Y",912,1925,"A - Average",2,1,280600,316500,345500,366100,384500,405200,421800
1804700000,"ROSLINDALE","02131",101,"Y",1344,1925,"A - Average",2,1,291600,332300,362200,383800,403100,423300,425200
1804701000,"ROSLINDALE","02131",101,"Y",864,1930,"A - Average",2,1,257800,291800,318000,337000,353900,371700,414000
1804702000,"ROSLINDALE","02131",101,"Y",1235,1940,"A - Average",2,2,311900,352600,384400,407300,427700,449200,464500
1804707000,"ROSLINDALE","02131",101,"Y",1276,1930,"A - Average",4,1,304300,360400,392800,416200,437100,459000,469500
1804708000,"ROSLINDALE","02131",101,"Y",912,1920,"A - Average",2,1,266700,301000,328100,347600,365100,385700,389000
1804709000,"ROSLINDALE","02131",101,"Y",1400,1929,"A - Average",3,1,308500,346900,378200,400700,420800,443900,456900
1804710000,"ROSLINDALE","02131",101,"Y",1305,1938,"A - Average",3,1,329500,380300,414500,439300,461300,484600,499400
1804712000,"ROSLINDALE","02131",101,"Y",2001,1915,"A - Average",3,1,437500,480000,523200,554400,582200,611400,632000
1804713000,"ROSLINDALE","02131",101,"Y",2113,1905,"A - Average",3,1,468000,507400,543100,575500,604400,635400,653100
1804714000,"ROSLINDALE","02131",101,"Y",1326,1950,"A - Average",3,1,391300,420700,458500,485900,510300,536000,650400
1804715000,"ROSLINDALE","02131",101,"Y",2420,1905,"A - Average",3,1,460700,538000,586500,621400,652600,686100,708300
1804717000,"ROSLINDALE","02131",101,"Y",1322,1860,"A - Average",3,2,303800,347400,378700,448100,470600,494300,592500
1804718000,"ROSLINDALE","02131",101,"Y",1514,1900,"A - Average",2,1,308500,357900,390100,413300,434100,456300,471300
1804719000,"ROSLINDALE","02131",101,"Y",1194,1875,"A - Average",3,1,304500,328200,357700,379000,398100,418100,440900
1804720000,"ROSLINDALE","02131",101,"Y",1568,1920,"A - Average",3,2,333000,355200,429900,455500,478400,502700,496500
1804721000,"ROSLINDALE","02131",101,"Y",1290,1883,"A - Average",2,1,303400,337700,368100,390000,409600,430800,434600
1804722000,"ROSLINDALE","02131",101,"Y",1959,1900,"G - Good",4,2,404600,436600,475900,504300,529600,556200,708400
1804725000,"ROSLINDALE","02131",101,"Y",1920,1891,"A - Average",2,1,440800,501800,546900,579500,608600,641800,658800
1804726000,"ROSLINDALE","02131",101,"Y",2109,1870,"A - Average",3,2,353700,481100,524400,555700,583600,613100,639100
1804727000,"ROSLINDALE","02131",101,"N",1100,1950,"A - Average",3,2,314000,392000,427200,452700,475400,499700,513300
1804728000,"ROSLINDALE","02131",101,"Y",1047,1950,"A - Average",2,2,388300,425100,463400,491000,515700,541700,555700
1804729000,"ROSLINDALE","02131",101,"Y",1796,1920,"A - Average",5,1,384100,434100,473100,501300,526500,666500,715700
1804730000,"ROSLINDALE","02131",101,"Y",1680,1929,"A - Average",4,1,389600,431200,470000,505900,531300,557400,573100
1804731000,"ROSLINDALE","02131",101,"N",1913,1900,"A - Average",3,1,410800,468400,510500,540900,568100,596800,614100
1804732000,"ROSLINDALE","02131",101,"Y",1462,1920,"A - Average",4,1,350800,395300,430900,456600,479500,503600,507600
1804733000,"ROSLINDALE","02131",101,"Y",1664,1935,"A - Average",4,3,409500,473500,516100,546900,574300,602300,638400
1804734000,"ROSLINDALE","02131",101,"Y",1148,1940,"A - Average",3,1,324900,390400,425500,450900,473500,497800,510600
1804735000,"ROSLINDALE","02131",101,"Y",1280,1920,"A - Average",3,1,323200,363200,395900,419500,440600,463900,468300
1804738000,"ROSLINDALE","02131",101,"Y",1900,1965,"A - Average",3,1,337200,370900,404300,428400,449900,472600,503500
1804739000,"ROSLINDALE","02131",101,"N",1849,1945,"A - Average",3,2,327900,359800,392200,415600,436400,458400,493100
1804740000,"ROSLINDALE","02131",101,"Y",1456,1928,"A - Average",5,1,356600,404800,441200,467500,491000,516100,529200
1804741000,"ROSLINDALE","02131",101,"N",1456,1928,"A - Average",4,2,331400,386300,421100,446200,468600,492000,508700
1804742000,"ROSLINDALE","02131",101,"Y",1768,1928,"A - Average",4,2,377000,444500,484500,513400,539200,566300,581000
1804743000,"ROSLINDALE","02131",101,"Y",2651,1950,"A - Average",3,1,512300,580200,602200,638100,670100,703900,726900
1804745000,"ROSLINDALE","02131",101,"Y",1274,1989,"G - Good",3,1,450400,512500,558600,592000,621700,652800,718000
1804746000,"ROSLINDALE","02131",101,"Y",1104,1987,"A - Average",3,1,364000,418500,456100,483300,507600,533400,624700
1804747000,"ROSLINDALE","02131",101,"Y",1926,1890,"A - Average",4,2,420800,491300,535500,567400,595900,663700,638900
1804749000,"ROSLINDALE","02131",101,"Y",3246,1897,"A - Average",4,1,687100,730700,796500,844000,886300,931000,1009700
1804750000,"ROSLINDALE","02131",101,"Y",1316,1910,"A - Average",3,1,345500,403800,440200,466400,489900,514500,515400
1804751000,"ROSLINDALE","02131",101,"Y",1686,1875,"A - Average",3,1,327400,398600,434500,460400,483500,507700,524900
1804752000,"ROSLINDALE","02131",101,"Y",2419,2006,"G - Good",4,3,562200,627900,684400,725300,761700,800000,888000
1804753000,"ROSLINDALE","02131",101,"Y",2419,2006,"G - Good",3,2,582300,648400,706700,748900,786500,826100,910700
