"PID","CITY","ZIPCODE","LUC","OWN_OCC","LIVING_AREA","YR_BUILT","EXT_COND","BED_RMS","FULL_BTH","VALUE_2015","VALUE_2016","VALUE_2017","VALUE_2018","VALUE_2019","VALUE_2020","VALUE_2021"
400540000,"BOSTON","02118",101,"Y",2850,1900,"G - Good",4,4,2139900,2292100,3478400,3653900,3762400,3874100,3990900
400643000,"BOSTON","02116",101,"Y",3908,1890,"G - Good",4,4,2404500,2791100,2585955,2609636,3951700,4069000,4131400
400656000,"BOSTON","02116",101,"Y",3410,1890,"F - Fair",6,3,2064700,2247200,2316400,2433300,2505500,2580100,2692100
400683000,"BOSTON","02116",101,"Y",3303,1890,"G - Good",5,3,2101740,2708700,2952500,3101500,3193600,2848600,3755400
400693000,"BOSTON","02116",101,"Y",3454,1890,"A - Average",4,2,2005300,2465200,2687100,2822700,2870000,2958900,3048100
400721000,"BOSTON","02116",101,"Y",4090,1865,"G - Good",5,4,3064300,3859500,4206800,4419100,4550300,4685300,4811200
400740000,"BOSTON","02116",101,"Y",4754,1900,"G - Good",5,4,3378100,4399300,4843600,5088000,5239100,5479300,6008400
400761000,"BOSTON","02116",101,"Y",3500,1865,"G - Good",5,4,2612800,3006100,3260900,3425500,3527200,3632000,3741600
400763000,"BOSTON","02116",101,"Y",3888,1865,"A - Average",3,2,2118400,2447900,2668200,2802900,2886100,2971800,3168700
400767000,"BOSTON","02116",101,"Y",4635,1865,"G - Good",5,3,2821600,3122600,3464400,3639200,3747300,3858500,3997600
400780000,"BOSTON","02116",101,"Y",3728,1865,"G - Good",4,3,2704700,3300300,3581200,3761900,3873600,3989100,3870300
400782000,"BOSTON","02116",101,"N",3188,1865,"A - Average",4,3,1885300,2429600,2686200,2821700,2905500,2991900,2958000
400847000,"BOSTON","02115",101,"N",3058,1880,"G - Good",7,2,1862700,2119900,2310700,2428500,2634300,2421100,2634900
400855000,"BOSTON","02115",101,"Y",2693,1880,"A - Average",4,2,1791300,2069000,2255200,2369000,2439400,2511800,2584400
400857000,"BOSTON","02115",101,"N",3025,1880,"G - Good",4,3,2281200,2646000,2884100,3029700,3119600,3212300,3295600
400858000,"BOSTON","02115",101,"Y",3064,1880,"G - Good",4,3,2321100,2659600,2898900,3045200,3135600,3228800,3338300
400861000,"BOSTON","02115",101,"Y",3049,1880,"G - Good",4,3,2072400,2453600,2713800,2850700,2935300,3022600,3028600
400862000,"BOSTON","02115",101,"Y",3049,1890,"G - Good",4,4,1601852,2482100,2705500,2842000,2926400,3013200,3090700
400881000,"BOSTON","02115",101,"N",3794,1890,"A - Average",3,3,2449960,2739818,2986380,3203808,3298944,3396900,3620300
400886000,"BOSTON","02115",101,"Y",3558,1886,"G - Good",4,3,2591700,2866400,3124400,3282100,3379500,3479300,3484500
400899000,"BOSTON","02116",101,"Y",3782,1890,"A - Average",4,3,2326000,2541900,2770700,2910500,2996900,3086100,3185700
400936000,"BOSTON","02116",101,"Y",2426,1899,"A - Average",9,4,1753400,2203600,2401900,2523100,2598000,2675200,2763900
400937000,"BOSTON","02116",101,"Y",3484,1890,"A - Average",7,3,2214500,2488700,2712700,2849500,2934200,3021300,3021100
400983000,"BOSTON","02116",101,"Y",3018,1890,"G - Good",5,3,2188900,2558600,2556678,3226800,3322600,3421300,3396700
400984000,"BOSTON","02116",101,"Y",3018,1890,"A - Average",4,3,2025100,2475500,2698300,2834500,2918700,3005300,3098100
401486000,"BOSTON","02115",101,"N",3477,1890,"A - Average",5,3,1430000,1512000,1663300,1746400,1799300,1888700,2371200
401496000,"BOSTON","02115",101,"N",2517,1886,"A - Average",3,2,1143700,1206500,1327200,1393600,1435800,1507000,1909000
401498000,"BOSTON","02115",101,"Y",1998,1886,"A - Average",2,2,902300,1066100,1172700,1231300,1268700,1331600,1510600
401499000,"BOSTON","02115",101,"Y",2473,1886,"G - Good",4,3,1258800,1419700,1561700,1639800,1689500,1773300,1953800
401577000,"BOSTON","02115",101,"Y",2861,1880,"A - Average",5,1,1083400,1132400,1245600,1307900,1386100,1455100,1735500
401582000,"BOSTON","02115",101,"N",2630,1883,"G - Good",4,4,1266700,1403300,1898600,1993500,2053900,2155700,2477200
401586000,"BOSTON","02115",101,"Y",3278,1886,"A - Average",6,2,1223700,1332300,1465500,1538800,1585400,1664100,1962200
401589000,"BOSTON","02115",101,"Y",2578,1880,"G - Good",4,4,1257300,1488100,1636900,1718700,1770800,1883400,1985600
401590000,"BOSTON","02115",101,"Y",2713,1880,"A - Average",5,3,1294900,1354500,1754400,1842100,1897900,1993900,2128900
401591000,"BOSTON","02115",101,"N",2749,1886,"A - Average",4,4,1080600,1117700,1229500,1290900,1330100,1397900,1704400
401592000,"BOSTON","02115",101,"Y",3429,1880,"A - Average",6,2,1400700,1457700,1603400,1683600,1734600,1820700,2322700
401593000,"BOSTON","02115",101,"Y",3285,1886,"A - Average",1,3,1358800,1424700,1567100,1645500,1695300,1779600,2255400
401786000,"BOSTON","02215",101,"N",4375,1880,"A - Average",7,2,1626800,1955100,2150600,2258100,2326500,2441900,2800800
402324000,"BOSTON","02115",101,"Y",3957,1880,"A - Average",6,2,2324500,2465600,2687500,2823100,2906900,2993400,3076500
402340000,"BOSTON","02115",101,"N",4420,1880,"G - Good",4,4,3188400,3415900,3723300,3911200,4027300,4147000,4275900
402390000,"BOSTON","02115",101,"Y",4414,1880,"G - Good",5,4,2849376,3072200,3348700,3517600,3622100,3729600,3818700
402391000,"BOSTON","02115",101,"N",5193,1880,"G - Good",3,2,3079120,3490848,3804936,4083830,4115620,4491600,4618900
402395000,"BOSTON","02115",101,"Y",3017,1870,"G - Good",4,3,2212700,2458600,2679900,2815100,2898700,2984600,2995500
402397000,"BOSTON","02115",101,"Y",2580,NA,"G - Good",4,4,1992200,2306900,2514500,2641400,2719800,2718200,3255000
402399000,"BOSTON","02115",101,"Y",3289,1888,"G - Good",3,3,2547900,3039800,3385900,3556800,3662400,3775300,3852800
402403000,"BOSTON","02115",101,"Y",4735,1880,"G - Good",2,2,2944700,3354100,3655900,3840400,3954500,4071800,4186700
402405000,"BOSTON","02115",101,"N",3913,1887,"A - Average",4,2,2312144,2772400,3022000,3174500,3268700,3365700,3678400
402409000,"BOSTON","02115",101,"Y",3121,1880,"G - Good",3,3,1992400,2249100,2451600,2575300,2651700,2731400,2823700
402410000,"BOSTON","02115",101,"Y",3209,1880,"G - Good",2,2,2258900,2515300,2817600,2959800,3047700,3138200,3229600
402411000,"BOSTON","02115",101,"Y",3239,1880,"A - Average",4,2,2177500,2472700,2695200,2831200,2915300,3002000,3094100
402416000,"BOSTON","02115",101,"Y",3402,1920,"G - Good",4,3,2669700,3177600,3463600,3638400,3746400,3857800,3955800
402430000,"BOSTON","02118",101,"Y",5134,1860,"G - Good",7,4,3002400,3271600,3612245,4460700,4593100,4729500,4856200
402460000,"BOSTON","02118",101,"Y",2572,1899,"G - Good",4,3,2017100,2168100,1181650,1786026,2620400,2698100,2803900
402492000,"BOSTON","02118",101,"Y",3686,1877,"G - Good",4,2,2545900,3084900,3362600,3532300,3649500,3757800,3880400
402495000,"BOSTON","02118",101,"Y",4201,1890,"A - Average",3,3,2596800,2896400,3157000,3316300,3414800,3516100,3578800
402504000,"BOSTON","02118",101,"Y",2540,1870,"A - Average",4,3,1826900,1987700,2166600,2275900,2343500,2413100,2475300
402505000,"BOSTON","02118",101,"N",4946,1860,"G - Good",5,2,2844300,3449400,3759800,3949500,4066800,4187500,4315200
402511000,"BOSTON","02118",101,"Y",2470,1870,"A - Average",3,3,1925760,2169500,2364800,2484100,2557900,2636300,2521200
402512000,"BOSTON","02118",101,"Y",2470,1899,"A - Average",3,2,1871900,2103000,2292200,2407900,2482900,2556600,2433000
402530000,"BOSTON","02118",101,"Y",5344,1870,"A - Average",2,2,2663500,2852100,3108800,3265700,3362600,3532900,3516600
402537000,"BOSTON","02118",101,"Y",3436,1870,"F - Fair",5,2,1861400,1952800,2128600,2236000,2302400,2366400,2415300
402539000,"BOSTON","02118",101,"Y",4063,1870,"G - Good",3,2,2374700,2475400,2813700,2955300,3043000,3137300,3242300
402540000,"BOSTON","02118",101,"Y",2710,1870,"G - Good",4,3,2079300,2135200,2327400,2566200,2645400,2723800,2721100
402541000,"BOSTON","02118",101,"Y",2895,1875,"G - Good",2,3,2403900,2699300,2942200,2689700,2769600,2851900,2925800
402542000,"BOSTON","02118",101,"Y",2250,1870,"G - Good",3,2,1721200,1986700,2165600,2396200,2467300,2518100,2584700
402543000,"BOSTON","02118",101,"Y",2783,1870,"G - Good",4,2,1947600,2013600,2194800,2462000,2535100,2610300,2460500
402548000,"BOSTON","02118",101,"Y",2959,1900,"A - Average",6,3,1879000,2016000,2197500,2308400,2376900,2447500,2538200
402549000,"BOSTON","02118",101,"Y",2376,1903,"A - Average",4,1,1303100,1490200,1624300,1706300,1757000,1809500,1940500
402550000,"BOSTON","02118",101,"Y",2376,1900,"G - Good",4,2,1523700,1724200,1879300,1976900,2008600,2193300,2516600
402552000,"BOSTON","02118",101,"Y",2394,1900,"G - Good",4,3,1031940,1143900,1385400,2520900,2595700,2672900,2807700
402565000,"BOSTON","02118",101,"Y",3432,1882,"G - Good",4,4,2404400,2610800,2845800,2885760,3101800,3194100,3288800
402566000,"BOSTON","02118",101,"Y",3432,1882,"G - Good",4,4,2440500,2909900,3171800,3352300,3451900,3554500,3664300
402681000,"BOSTON","02118",101,"Y",3341,1865,"G - Good",2,2,2495600,2626300,2862700,3051300,3142000,3235400,3333800
402693000,"BOSTON","02118",101,"Y",4530,1860,"A - Average",5,2,2463600,2644300,2882300,3027700,3117600,3210300,3275900
402712000,"BOSTON","02118",101,"Y",3420,1860,"A - Average",4,2,2154200,2307600,2515300,2686500,2766200,2848400,2931600
402716000,"BOSTON","02118",101,"Y",3951,1860,"G - Good",4,4,3062700,3751100,4088700,4339300,4468100,4600500,4740500
402718000,"BOSTON","02118",101,"N",3936,1860,"A - Average",4,3,2173500,2402800,2619100,2795500,2878500,2963900,3060700
402719000,"BOSTON","02118",101,"N",3959,1860,"A - Average",5,4,2696400,2749900,2997400,3192900,3287700,3385300,3452400
402733000,"BOSTON","02118",101,"Y",3550,1860,"A - Average",4,2,2318800,2559600,2789900,2972700,3061000,3151800,3259100
402735000,"BOSTON","02118",101,"N",3474,1860,"G - Good",4,4,2068500,2266700,2503600,1763476,2933280,4384700,4908100
402736000,"BOSTON","02118",101,"N",3805,1860,"G - Good",4,3,2934400,3239700,3871400,4108800,4230800,4356400,4495000
402737000,"BOSTON","02118",101,"Y",3997,1860,"G - Good",4,3,2680400,2485650,2972025,3898600,4014400,4139900,4263400
402738000,"BOSTON","02118",101,"Y",3780,1860,"G - Good",5,3,2680300,2887600,3147400,3358500,3458200,3560800,3658200
402739000,"BOSTON","02118",101,"Y",3836,1860,"G - Good",3,4,3181080,3609000,3928300,4168500,2509718,4461100,4211300
402741000,"BOSTON","02118",101,"Y",3125,1860,"A - Average",4,2,1892000,2107400,2297100,2455000,2527900,2603100,2693200
402742000,"BOSTON","02118",101,"Y",3904,1910,"G - Good",4,4,3165000,3804200,4146600,4448500,4580600,4717300,4865200
402743000,"BOSTON","02118",101,"Y",4096,1860,"A - Average",5,3,1986096,2149580,2343056,2554262,2630120,2708200,2894200
402754000,"BOSTON","02118",101,"Y",4056,1860,"A - Average",4,4,2416800,2527300,2754800,2935800,3023000,3112900,3210900
402773000,"BOSTON","02118",101,"Y",3207,1860,"A - Average",4,2,1991100,2185800,2382500,2502700,2577100,2653700,2726600
402774000,"BOSTON","02118",101,"Y",3185,1860,"G - Good",4,2,2352929,2743400,2990300,3141200,3234500,3330600,3210900
402778000,"BOSTON","02118",101,"Y",3207,1860,"G - Good",3,3,2652800,3044500,3318000,3485500,3589000,3690300,3789000
402781000,"BOSTON","02118",101,"Y",3434,1899,"G - Good",2,3,2642900,2788000,3039000,3192300,3287100,3384800,3577600
402783000,"BOSTON","02118",101,"Y",2636,1860,"G - Good",2,3,1728200,1926800,2100200,2206100,2390300,2461300,2543700
402785000,"BOSTON","02118",101,"Y",2713,1860,"F - Fair",4,1,1520500,1692500,1844900,1937900,1995500,2054800,2247200
402786000,"BOSTON","02118",101,"Y",2703,1860,"A - Average",4,2,1912800,2180000,2376200,2496100,2570200,2646600,2712100
402788000,"BOSTON","02118",101,"Y",2703,1860,"G - Good",3,3,1780400,2040200,2106750,2996000,3084900,3176300,3361400
402794000,"BOSTON","02118",101,"Y",3010,1860,"G - Good",3,2,2502500,2820700,3074500,3229700,3327400,3035800,2917600
402795000,"BOSTON","02118",101,"N",2972,1860,"G - Good",5,3,2507900,2862000,3119600,3277000,3374300,3467200,3564600
402796000,"BOSTON","02118",101,"Y",3098,1920,"G - Good",5,6,2343900,2571400,2802800,2944200,3031700,3121600,3291800
402806000,"BOSTON","02118",101,"Y",3092,1865,"A - Average",4,3,2396000,2700800,2943800,3092400,3184200,3278500,3423800
402812000,"BOSTON","02118",101,"Y",2648,1875,"G - Good",3,3,2331600,2895500,3155400,3314700,3413100,3515100,3604400
402816000,"BOSTON","02118",101,"Y",2662,1860,"G - Good",2,2,1759400,2028300,2210900,2322400,2391400,2462400,2533700
402818000,"BOSTON","02118",101,"Y",2528,1880,"G - Good",3,3,2155900,2539800,2768400,2908100,2994400,3083100,3186500
402819000,"BOSTON","02118",101,"Y",3740,1860,"G - Good",5,4,2878500,3191600,3478900,3654400,3762900,3874600,3982900
402822000,"BOSTON","02118",101,"N",2634,1865,"A - Average",1,2,1778100,1907000,2078600,2183500,2248300,2315200,2385200
402823000,"BOSTON","02118",101,"Y",2634,1860,"G - Good",2,2,2066600,2253200,2455900,2579900,2656500,2735300,2777500
402824000,"BOSTON","02118",101,"Y",2652,1864,"A - Average",3,2,1743700,1899000,2069900,2174300,2238900,2305300,2355800
402832000,"BOSTON","02118",101,"N",4009,1860,"A - Average",2,2,2422800,2509700,2735500,2873600,2958900,3046900,3104600
402837000,"BOSTON","02116",101,"Y",3722,1860,"A - Average",5,7,2197200,2377400,2591400,2722100,2803000,2886200,2966700
402841000,"BOSTON","02116",101,"Y",5077,1860,"G - Good",5,3,3079500,3260700,3554200,3733500,3844400,3958700,4078600
402854000,"BOSTON","02118",101,"Y",3490,1860,"G - Good",4,2,2231600,2454600,2675500,2810500,2893900,2979900,3087300
402858000,"BOSTON","02118",101,"Y",4465,1865,"G - Good",3,3,2877300,3366800,3669800,3854900,3969400,4087300,4199400
402859000,"BOSTON","02118",101,"Y",5144,1890,"G - Good",3,4,3811900,3916800,4262800,4477900,4611500,4755000,4893200
402863000,"BOSTON","02118",101,"Y",3610,1865,"G - Good",3,3,2688800,2927400,3190900,3351900,3451400,3553900,3671900
500069000,"BOSTON","02116",101,"Y",1580,1820,"A - Average",3,2,864600,1060400,1155900,1214200,1250200,1275400,1315500
500069002,"BOSTON","02116",101,"N",1404,1875,"A - Average",2,1,669400,795300,900100,945500,973600,1002600,1032678
500069003,"BOSTON","02116",101,"N",1512,1920,"A - Average",3,1,816100,1043000,961690,1010225,1223800,1260100,1297000
500125000,"BOSTON","02116",101,"N",1103,1890,"A - Average",2,1,601825,783800,854400,897500,924200,951600,993200
500173000,"BOSTON","02116",101,"Y",2125,1875,"A - Average",2,2,1266700,1459600,1591000,1671300,1720900,1771900,1927300
500174000,"BOSTON","02116",101,"N",2216,1826,"A - Average",3,4,1027400,1267800,1381900,1451700,1494800,1628900,1749300
500182000,"BOSTON","02116",101,"Y",2263,1890,"A - Average",2,2,1163400,1459000,1590300,1670500,1720100,1771100,1831100
500183000,"BOSTON","02116",101,"Y",2466,1890,"G - Good",3,2,1297300,1705800,1859300,1953100,2011100,2070800,2074100
500185000,"BOSTON","02116",101,"N",2269,1890,"G - Good",3,2,924600,1079800,1177000,2032556,2274900,2342400,2457900
500194000,"BOSTON","02116",101,"Y",1880,1916,"A - Average",2,2,1315500,1304500,1421900,1493700,1538000,1583700,1683900
500209000,"BOSTON","02116",101,"Y",2382,1840,"A - Average",2,2,1414300,1817000,1980500,2080500,2142300,2205800,2273800
500215000,"BOSTON","02116",101,"N",2143,1890,"G - Good",3,2,1210400,1563200,1703900,1789900,2053700,2114700,2174800
500216000,"BOSTON","02116",101,"Y",2252,1899,"G - Good",4,2,1292600,1610000,2049600,2153000,2216900,2230500,2290400
500245000,"BOSTON","02116",101,"Y",2066,1890,"A - Average",2,1,1321300,1475800,1608600,1689700,1739900,1791800,1967200
500247000,"BOSTON","02116",101,"Y",2353,1875,"G - Good",2,2,1492900,1701700,1859700,1953600,2011600,2071100,2163800
500249000,"BOSTON","02116",101,"N",2172,1899,"A - Average",4,2,1313800,1451400,1582100,1661900,1711300,1762000,1980900
500259000,"BOSTON","02116",101,"N",1296,1826,"A - Average",3,2,890300,1005100,1095500,1150800,1185000,1220200,1336700
500732000,"BOSTON","02116",101,"N",1228,1830,"A - Average",2,2,774300,882100,961500,828282,1040000,1071200,1181300
500733000,"BOSTON","02116",101,"Y",2242,1899,"A - Average",3,2,1228700,1442100,1571900,1651300,1700300,1750600,1907700
500734000,"BOSTON","02116",101,"Y",2469,1890,"G - Good",3,2,1334900,1648300,1796700,1887300,1943400,2001100,2080000
500736000,"BOSTON","02116",101,"Y",2464,1876,"A - Average",4,2,1337500,1547000,1686300,1771400,1824000,1878200,1967200
500737000,"BOSTON","02116",101,"Y",2242,1890,"A - Average",4,1,1298000,1492600,1626900,1709000,1759800,1811900,1983400
500739000,"BOSTON","02116",101,"Y",2464,1890,"A - Average",3,2,1403100,1618600,1763600,1852500,1907600,1964900,2151900
500744000,"BOSTON","02116",101,"N",1941,1890,"G - Good",3,3,897500,1152500,1026675,1161440,1195880,1172200,1242500
500751000,"BOSTON","02116",101,"Y",2160,1850,"G - Good",3,3,1119200,1539900,1678500,1763200,1815500,1869400,1929100
500752000,"BOSTON","02116",101,"N",1579,1899,"G - Good",2,2,998200,1290300,1406500,1477400,1521300,1566500,1619700
500754000,"BOSTON","02116",101,"Y",1428,1930,"A - Average",1,2,836900,904100,985400,1035100,1065900,1097500,1346200
500755000,"BOSTON","02116",101,"Y",1988,1890,"A - Average",3,2,913410,1134990,1374600,1444000,1486900,1531100,1626500
500756000,"BOSTON","02116",101,"Y",2148,1868,"G - Good",5,3,643800,1208865,2432900,2555700,2631600,2709000,2753900
500761000,"BOSTON","02116",101,"Y",1704,1899,"A - Average",2,2,1027900,1358100,1480400,1555100,1601300,1648800,1677900
500776000,"BOSTON","02116",101,"Y",2512,1899,"A - Average",5,3,1040400,1132200,1234100,1296400,1334900,1374900,1689200
500784000,"BOSTON","02116",101,"Y",1209,1890,"G - Good",2,2,569900,917445,1176078,1328400,1367900,1492600,1537400
500785000,"BOSTON","02116",101,"N",1813,1890,"A - Average",2,2,1481800,1685100,1836700,1929400,1986700,2045600,2104700
500786000,"BOSTON","02116",101,"Y",1346,1875,"G - Good",2,2,980600,1159400,1263800,1327600,1367000,1407600,1444600
500787010,"BOSTON","02116",101,"Y",3037,2002,"E - Excellent",3,3,1738500,1998800,2178700,2288600,2356600,2426300,2494500
500789000,"BOSTON","02116",101,"Y",1500,1899,"A - Average",3,2,829500,951300,1037000,1089300,1121600,1154900,1192900
500790000,"BOSTON","02116",101,"N",1296,1890,"G - Good",3,3,445700,934734,893592,1303700,1342400,1382300,1422200
500791000,"BOSTON","02116",101,"N",1426,1850,"A - Average",2,2,743800,867500,945500,993300,1022800,1053100,1110200
500793000,"BOSTON","02116",101,"N",1696,1910,"E - Excellent",2,2,1034200,1419700,1547500,1625600,1673800,1723600,1771100
500794000,"BOSTON","02116",101,"Y",1590,1910,"E - Excellent",2,2,994100,1369600,1492800,1568200,1614700,1662700,1712200
500795000,"BOSTON","02116",101,"Y",1696,1910,"E - Excellent",2,2,1010500,1299500,1416500,1501300,1545900,1591800,1642200
500796000,"BOSTON","02116",101,"N",1824,1910,"G - Good",2,3,1320600,1651400,1800000,1890900,1947000,2004900,2072300
500797010,"BOSTON","02116",101,"N",1290,1910,"G - Good",1,1,855300,1089400,1187500,1247400,1284400,1322600,1365900
500797020,"BOSTON","02116",101,"N",1290,1910,"G - Good",2,2,877000,1086900,1184700,1244500,1281500,1319500,1357600
500851000,"BOSTON","02116",101,"Y",2112,1890,"G - Good",3,2,1635600,1878400,2047500,2150800,2214600,2280200,2356700
500853000,"BOSTON","02116",101,"N",2076,1860,"G - Good",3,2,897200,1861800,2029400,2131800,2370708,2440800,2441400
500854000,"BOSTON","02116",101,"Y",2004,1890,"G - Good",2,3,1363500,1447000,1577200,1656800,1706000,1756300,1793500
500855000,"BOSTON","02116",101,"Y",2209,1890,"G - Good",3,3,1485200,1686800,1838600,1931400,1988800,2047600,2083400
500856000,"BOSTON","02116",101,"Y",2209,1890,"G - Good",2,3,938100,1705400,1858800,1952600,2010600,2070600,2124400
500857000,"BOSTON","02116",101,"Y",2209,1890,"A - Average",4,2,1431300,1491200,1625400,1707400,1758100,1810200,1876500
500858000,"BOSTON","02116",101,"N",2215,1890,"A - Average",3,3,1133500,1144700,1247700,1310600,1349600,1389600,1496300
500859000,"BOSTON","02116",101,"Y",2215,1890,"G - Good",3,2,1296700,1376900,1500800,1576500,1623300,1671500,1725800
500860000,"BOSTON","02116",101,"Y",2215,1890,"G - Good",4,2,1369500,1422800,1550800,1629100,1677500,1728500,1743200
